0,0,lenet/conv1/DW,0,0.86848956,360,450
0,0,lenet/conv1/DW,0,0.890625,360,450
0,0,lenet/conv1/DW,1,0.88411456,360,450
0,0,lenet/conv1/DW,1,0.890625,360,450
0,0,lenet/conv1/DW,2,0.89453125,352,450
0,0,lenet/conv1/DW,2,0.8984375,357,450
0,0,lenet/conv1/DW,3,0.8958333,356,450
0,0,lenet/conv1/DW,3,0.8984375,357,450
0,0,lenet/conv1/DW,4,0.8958333,356,450
0,0,lenet/conv1/DW,4,0.8984375,357,450
0,0,lenet/conv1/DW,5,0.89713544,360,450
0,0,lenet/conv1/DW,5,0.8984375,357,450
0,0,lenet/conv1/DW,6,0.89713544,360,450
0,0,lenet/conv1/DW,6,0.8984375,357,450
0,0,lenet/conv1/DW,7,0.89713544,360,450
0,0,lenet/conv1/DW,7,0.8984375,357,450
0,0,lenet/conv1/DW,8,0.89713544,360,450
0,0,lenet/conv1/DW,8,0.8984375,357,450
0,0,lenet/conv1/DW,9,0.89713544,360,450
0,0,lenet/conv1/DW,9,0.8984375,357,450
0,0,lenet/conv1/DW,10,0.89713544,360,450
0,0,lenet/conv1/DW,10,0.8984375,357,450
0,0,lenet/conv1/DW,11,0.8984375,360,450
0,0,lenet/conv1/DW,11,0.8984375,357,450
0,0,lenet/conv1/DW,12,0.8984375,360,450
0,0,lenet/conv1/DW,12,0.8984375,357,450
0,0,lenet/conv1/DW,13,0.8984375,360,450
0,0,lenet/conv1/DW,13,0.8984375,357,450
0,0,lenet/conv1/DW,14,0.8984375,357,450
0,0,lenet/conv1/DW,14,0.90234375,360,450
0,0,lenet/conv1/DW,15,0.8984375,357,450
0,0,lenet/conv1/DW,15,0.90234375,360,450
0,0,lenet/conv1/DW,16,0.8984375,357,450
0,0,lenet/conv1/DW,16,0.90234375,360,450
0,0,lenet/conv1/DW,17,0.8984375,357,450
0,0,lenet/conv1/DW,17,0.90234375,360,450
0,0,lenet/conv1/DW,18,0.8984375,357,450
0,0,lenet/conv1/DW,18,0.90234375,360,450
0,0,lenet/conv1/DW,19,0.8984375,357,450
0,0,lenet/conv1/DW,19,0.90234375,360,450
